"","strain","hit_score.rplB","hit_id.rplB","description.rplB"
"478","Escherichia_fergusonii",477.6,"NZ_CP057657.1_2273/1-272","Escherichia_fergusonii_rplB"
"479","Escherichia_hermannii",477,"NZ_CP042941.1_1922/1-272","Escherichia_hermannii_rplB"
"480","Eubacterium-siraeum-DSM-15702-MAF-2",454.1,"1_2201/1-276","Eubacterium-siraeum-DSM-15702-MAF-2_rplB"
"481","Eubacterium-ventriosum-ATCC-27560-MAF-2",459.4,"1_2465/1-278","Eubacterium-ventriosum-ATCC-27560-MAF-2_rplB"
"482","Eubacterium_barkeri",474.5,"NZ_FNOU01000027.1_6/1-276","Eubacterium_barkeri_rplB"
"483","Eubacterium_biforme",464.7,"NZ_QRYH01000027.1_25/1-276","Eubacterium_biforme_rplB"
"484","Eubacterium_callanderi",478.8,"NC_014624.2_3610/1-275","Eubacterium_callanderi_rplB"
"485","Eubacterium_cellulosolvens",464.1,"NZ_JHXY01000007.1_130/1-277","Eubacterium_cellulosolvens_rplB"
"486","Eubacterium_contortum",462.3,"NZ_CABKUE010000009.1_1090/1-277","Eubacterium_contortum_rplB"
"487","Eubacterium_coprostanoligenes",455.3,"NZ_FUWW01000006.1_44/1-276","Eubacterium_coprostanoligenes_rplB"
"488","Eubacterium_cylindroides",470.8,"NZ_NFHU01000002.1_163/1-276","Eubacterium_cylindroides_rplB"
"489","Eubacterium_desmolans",453.6,"NZ_JNJN01000041.1_12/1-276","Eubacterium_desmolans_rplB"
"490","Eubacterium_eligens",461,"NC_012778.1_282/1-277","Eubacterium_eligens_rplB"
"491","Eubacterium_hadrum",465.9,"NC_021016.1_590/1-279","Eubacterium_hadrum_rplB"
"492","Eubacterium_hallii",470.6,"NZ_QSID01000001.1_149/1-278","Eubacterium_hallii_rplB"
"493","Eubacterium_limosum",477.8,"NZ_CP019962.1_1274/1-275","Eubacterium_limosum_rplB"
"494","Eubacterium_moniliforme",465.3,"NZ_JAGGJZ010000004.1_48/1-277","Eubacterium_moniliforme_rplB"
"495","Eubacterium_oxidoreducens",470.4,"NZ_FMXR01000019.1_48/1-277","Eubacterium_oxidoreducens_rplB"
"496","Eubacterium_ramulus",465.9,"NZ_CYYA01000008.1_79/1-277","Eubacterium_ramulus_rplB"
"497","Eubacterium_rectale",463.4,"CP092643.1_362/1-278","Eubacterium_rectale_rplB"
"498","Eubacterium_ruminantium",451.4,"NZ_FUXA01000009.1_108/1-278","Eubacterium_ruminantium_rplB"
"499","Eubacterium_tenue",463,"NZ_JADPFO010000009.1_35/1-275","Eubacterium_tenue_rplB"
"500","Eubacterium_xylanophilum",463.8,"NZ_KI912474.1_7/1-277","Eubacterium_xylanophilum_rplB"
"501","Exiguobacterium_aurantiacum",474.9,"NZ_JNIQ01000001.1_600/1-275","Exiguobacterium_aurantiacum_rplB"
"502","Facklamia_tabacinasalis",465.1,"NZ_VBSP01000014.1_54/1-275","Facklamia_tabacinasalis_rplB"
"503","Faecalibacterium_prausnitzii",447,"NZ_CP030777.1_300/1-274","Faecalibacterium_prausnitzii_rplB"
"504","Faecalitalea_cylindroides",470.8,"NZ_NFHU01000002.1_163/1-276","Faecalitalea_cylindroides_rplB"
"505","Ferrimonas_balearica",481.3,"NC_014541.1_273/1-273","Ferrimonas_balearica_rplB"
"506","Filifactor_alocis",463.7,"NC_016630.1_1265/1-275","Filifactor_alocis_rplB"
"507","Finegoldia_magna",462.5,"NZ_NDYD01000004.1_78/1-275","Finegoldia_magna_rplB"
"508","Flavobacterium_cheniae",434.1,"NZ_VLKM01000002.1_259/1-273","Flavobacterium_cheniae_rplB"
"509","Flavobacterium_daejeonense",430,"NZ_AUDK01000020.1_38/1-273","Flavobacterium_daejeonense_rplB"
"510","Flavobacterium_lindanitolerans",435.7,"NZ_PJND01000010.1_190/1-273","Flavobacterium_lindanitolerans_rplB"
"511","Flavobacterium_mizutaii",441.3,"NZ_FNGK01000006.1_155/1-273","Flavobacterium_mizutaii_rplB"
"512","Flavobacterium_oncorhynchi",432.2,"NZ_MUHA01000025.1_100/1-273","Flavobacterium_oncorhynchi_rplB"
"513","Flavonifractor_plautii",437.4,"NZ_CP048436.1_370/1-276","Flavonifractor_plautii_rplB"
"514","Fusicatenibacter_saccharivorans",463.2,"NZ_JADNOP010000011.1_45/1-278","Fusicatenibacter_saccharivorans_rplB"
"515","Fusobacterium_gonidiaformans",424.8,"NZ_CP028106.1_390/1-276","Fusobacterium_gonidiaformans_rplB"
"516","Fusobacterium_mortiferum",430.9,"NZ_CAEUHP010000001.1_1064/1-275","Fusobacterium_mortiferum_rplB"
"517","Fusobacterium_necrogenes",430.9,"NZ_UGGU01000003.1_1498/1-275","Fusobacterium_necrogenes_rplB"
"518","Fusobacterium_necrophorum",424,"NZ_VZOZ01000007.1_70/1-276","Fusobacterium_necrophorum_rplB"
"519","Fusobacterium_nucleatum",431.3,"NZ_LN831027.1_379/1-276","Fusobacterium_nucleatum_rplB"
"520","Fusobacterium_periodonticum",430.4,"NZ_GG665893.1_243/1-276","Fusobacterium_periodonticum_rplB"
"521","Fusobacterium_russii",425.8,"NZ_KB906913.1_38/1-276","Fusobacterium_russii_rplB"
"522","Fusobacterium_varium",426.3,"NZ_CP028103.1_1023/1-275","Fusobacterium_varium_rplB"
"523","Gallibacterium_anatis",470.6,"NZ_JPJK01000029.1_59/1-271","Gallibacterium_anatis_rplB"
"524","Gemella_asaccharolytica",473.6,"NZ_KQ959903.1_27/1-275","Gemella_asaccharolytica_rplB"
"525","Gemella_haemolysans",478,"NZ_LR134484.1_1549/1-275","Gemella_haemolysans_rplB"
"526","Gemella_morbillorum",477.3,"NZ_CP046314.1_174/1-275","Gemella_morbillorum_rplB"
"527","Gemella_sanguinis",479.5,"NZ_CP046313.1_984/1-275","Gemella_sanguinis_rplB"
"528","Gemmiger_formicilis",452.9,"NZ_CABIYV010000003.1_50/1-274","Gemmiger_formicilis_rplB"
"529","Geobacillus_stearothermophilus",488.8,"NZ_JALS01000094.1_38/1-275","Geobacillus_stearothermophilus_rplB"
"530","Geobacillus_vulcani",488.8,"NZ_JPOI01000001.1_821/1-275","Geobacillus_vulcani_rplB"
"531","Georgenia_muralis",457.1,"NZ_RKRA01000001.1_1959/1-276","Georgenia_muralis_rplB"
"532","Georgenia_satyanarayanai",458.6,"NZ_VUKC01000001.1_128/1-276","Georgenia_satyanarayanai_rplB"
"533","Glutamicibacter_protophormiae",450.6,"NZ_CP069806.1_2339/1-277","Glutamicibacter_protophormiae_rplB"
"534","Gordonia_rubripertincta",453.4,"NZ_CP059694.1_14/1-276","Gordonia_rubripertincta_rplB"
"535","Gordonia_terrae",454.4,"NZ_CABEIC010000002.1_3883/1-276","Gordonia_terrae_rplB"
"536","Gordonibacter_pamelaeae",475.8,"NZ_PPTS01000009.1_114/1-275","Gordonibacter_pamelaeae_rplB"
"537","Granulicatella-adiacens-ATCC-49175-MAF-2",463.6,"1_339/1-275","Granulicatella-adiacens-ATCC-49175-MAF-2_rplB"
"538","Granulicatella_elegans",459.7,"NZ_KI391971.1_1307/1-275","Granulicatella_elegans_rplB"
"539","Grimontia_hollisae",484.3,"NZ_CP014056.2_882/1-273","Grimontia_hollisae_rplB"
"540","Haemophilus_haemolyticus",471.6,"NZ_LS483458.1_306/1-271","Haemophilus_haemolyticus_rplB"
"541","Haemophilus_influenzae",471.1,"NZ_CP007470.1_911/1-271","Haemophilus_influenzae_rplB"
"542","Haemophilus_parainfluenzae",472.5,"NZ_GL872339.1_353/1-271","Haemophilus_parainfluenzae_rplB"
"543","Haemophilus_paraphrohaemolyticus",469.4,"NZ_UGHT01000002.1_369/1-271","Haemophilus_paraphrohaemolyticus_rplB"
"544","Haemophilus_pittmaniae",471.2,"NZ_LT906463.1_395/1-271","Haemophilus_pittmaniae_rplB"
"545","Haemophilus_sputorum",471.4,"NZ_ALJP01000016.1_32/1-271","Haemophilus_sputorum_rplB"
"546","Hafnia_alvei",479.5,"NZ_CP050150.1_3826/1-273","Hafnia_alvei_rplB"
"547","Hafnia_paralvei",479.3,"NZ_CP083737.1_3966/1-273","Hafnia_paralvei_rplB"
"548","Helicobacter_bilis",422.8,"NZ_KB822514.1_387/1-274","Helicobacter_bilis_rplB"
"549","Helicobacter_canadensis",430.2,"NZ_LR698957.1_588/1-274","Helicobacter_canadensis_rplB"
"550","Helicobacter_cinaedi",425.7,"NC_017761.1_565/1-274","Helicobacter_cinaedi_rplB"
"551","Helicobacter_pametensis",426.9,"NZ_JADE01000006.1_44/1-274","Helicobacter_pametensis_rplB"
"552","Helicobacter_pullorum",429.5,"NZ_UGJF01000001.1_1284/1-274","Helicobacter_pullorum_rplB"
"553","Helicobacter_pylori",426.2,"NZ_CP071982.1_1225/1-275","Helicobacter_pylori_rplB"
"554","Helicobacter_rodentium",427.3,"NZ_JHWC01000002.1_25/1-274","Helicobacter_rodentium_rplB"
"555","Helicobacter_winghamensis",426.8,"NZ_CP063087.1_1392/1-274","Helicobacter_winghamensis_rplB"
"556","Herbaspirillum_huttiense",464.8,"NZ_CP037993.1_148/1-274","Herbaspirillum_huttiense_rplB"
"557","Herbaspirillum_massiliense",457.2,"NZ_HE978634.1_274/1-274","Herbaspirillum_massiliense_rplB"
"558","Herminiimonas_contaminans",458.7,"NZ_JADOEL010000008.1_64/1-274","Herminiimonas_contaminans_rplB"
"559","Hespellia_stercorisuis",456.5,"NZ_FQZY01000009.1_52/1-277","Hespellia_stercorisuis_rplB"
"560","Holdemanella_biformis",464.7,"NZ_QRYH01000027.1_25/1-276","Holdemanella_biformis_rplB"
"561","Holdemania_filiformis",476,"NZ_QRUP01000014.1_96/1-276","Holdemania_filiformis_rplB"
"562","Holdemania_massiliensis",477,"NZ_HE998570.1_264/1-276","Holdemania_massiliensis_rplB"
"563","Hungatella_hathewayi",455.2,"NZ_WNME01000010.1_91/1-279","Hungatella_hathewayi_rplB"
"564","Hydrogenoanaerobacterium_saccharovorans",458.1,"NZ_RKRD01000002.1_203/1-276","Hydrogenoanaerobacterium_saccharovorans_rplB"
"565","Hymenobacter_rigui",440.3,"NZ_RWIT01000001.1_484/1-274","Hymenobacter_rigui_rplB"
"566","Hyphomicrobium_facile",420.8,"NZ_FPCH01000002.1_194/1-273","Hyphomicrobium_facile_rplB"
"567","Intestinibacter-bartlettii-DSM-16795-MAF-2",462.7,"scaffold_Scaffolds_0.cp.600_257/1-275","Intestinibacter-bartlettii-DSM-16795-MAF-2_rplB"
"568","Intestinimonas_butyriciproducens",447.2,"NZ_MJII01000001.1_1937/1-277","Intestinimonas_butyriciproducens_rplB"
"569","Janibacter_anophelis",452.9,"NZ_BCSQ01000017.1_51/1-276","Janibacter_anophelis_rplB"
"570","Janibacter_limosus",453,"NZ_BCSS01000008.1_85/1-276","Janibacter_limosus_rplB"
"571","Janibacter_terrae",452,"NZ_BDAR01000014.1_79/1-276","Janibacter_terrae_rplB"
"572","Jeotgalicoccus_halotolerans",470,"NZ_QUMW01000010.1_62/1-275","Jeotgalicoccus_halotolerans_rplB"
"573","Kallipyga_massiliensis",454,"NZ_HE978586.1_157/1-276","Kallipyga_massiliensis_rplB"
"574","Kandleria_vitulina",463.4,"NZ_JHXA01000006.1_121/1-276","Kandleria_vitulina_rplB"
"575","Kerstersia_gyiorum",455.3,"NZ_SGWZ01000001.1_411/1-274","Kerstersia_gyiorum_rplB"
"576","Kingella_oralis",459.6,"NZ_CP059569.1_2136/1-275","Kingella_oralis_rplB"
"577","Klebsiella_oxytoca",476.2,"NZ_CP033844.1_2876/1-272","Klebsiella_oxytoca_rplB"
"578","Klebsiella_pneumoniae",476.5,"NC_016845.1_4634/1-272","Klebsiella_pneumoniae_rplB"
"579","Kluyvera_ascorbata",476.2,"NZ_UGNM01000001.1_546/1-272","Kluyvera_ascorbata_rplB"
"580","Kluyvera_georgiana",476.6,"NZ_LSME01000041.1_39/1-272","Kluyvera_georgiana_rplB"
"581","Kocuria_halotolerans",452.8,"NZ_NOIU01000001.1_191/1-277","Kocuria_halotolerans_rplB"
"582","Kocuria_kristinae",452.7,"NZ_NOIV01000002.1_357/1-276","Kocuria_kristinae_rplB"
"583","Kocuria_palustris",448.2,"NZ_CP012507.1_1947/1-277","Kocuria_palustris_rplB"
"584","Kocuria_polaris",451.4,"NZ_JSUH01000004.1_78/1-277","Kocuria_polaris_rplB"
"585","Kocuria_rhizophila",452.4,"NZ_SPNK01000001.1_61/1-277","Kocuria_rhizophila_rplB"
"586","Kocuria_rosea",451.4,"NZ_SMZT01000001.1_795/1-277","Kocuria_rosea_rplB"
"587","Kocuria_salsicia",453.6,"NZ_VELE01000001.1_644/1-277","Kocuria_salsicia_rplB"
"588","Kurthia_gibsonii",484.3,"NZ_QZNE01000003.1_34/1-275","Kurthia_gibsonii_rplB"
"589","Kurthia_massiliensis",480.5,"NZ_HE611002.1_35/1-275","Kurthia_massiliensis_rplB"
"590","Kurthia_senegalensis",480,"NZ_HE611070.1_34/1-275","Kurthia_senegalensis_rplB"
"591","Kytococcus_schroeteri",452.6,"NZ_VHHR01000004.1_20/1-276","Kytococcus_schroeteri_rplB"
"592","Kytococcus_sedentarius",450.7,"NZ_UGNQ01000001.1_2070/1-276","Kytococcus_sedentarius_rplB"
"593","Lachnoanaerobaculum_saburreum",451,"NZ_GL622296.1_2291/1-279","Lachnoanaerobaculum_saburreum_rplB"
"594","Lachnoanaerobaculum_umeaense",452.5,"NZ_CP032364.1_670/1-279","Lachnoanaerobaculum_umeaense_rplB"
"595","Lachnobacterium_bovis",458.2,"NZ_FNPG01000008.1_18/1-277","Lachnobacterium_bovis_rplB"
"596","Lachnospira-eligens-ATCC-27750-MAF-2",461,"1_1122/1-277","Lachnospira-eligens-ATCC-27750-MAF-2_rplB"
"597","Lachnospira_pectinoschiza",459,"NZ_FNHZ01000004.1_73/1-277","Lachnospira_pectinoschiza_rplB"
"598","Lactobacillus-ruminis-ATCC-25644-MAF-2",472.5,"1_271/1-277","Lactobacillus-ruminis-ATCC-25644-MAF-2_rplB"
"599","Lactobacillus_acidophilus",462.2,"NC_021181.2_277/1-276","Lactobacillus_acidophilus_rplB"
"600","Lactobacillus_agilis",467.2,"NZ_LN851173.1_14/1-275","Lactobacillus_agilis_rplB"
"601","Lactobacillus_alimentarius",459.6,"NZ_CP018867.1_2084/1-276","Lactobacillus_alimentarius_rplB"
"602","Lactobacillus_amylovorus",460.7,"NC_017470.1_284/1-276","Lactobacillus_amylovorus_rplB"
"603","Lactobacillus_animalis",475.5,"NZ_CP047141.1_1489/1-277","Lactobacillus_animalis_rplB"
"604","Lactobacillus_antri",456.5,"NZ_GG700733.1_547/1-276","Lactobacillus_antri_rplB"
"605","Lactobacillus_brevis",452.9,"NZ_CP015398.1_2009/1-280","Lactobacillus_brevis_rplB"
"606","Lactobacillus_buchneri",453.6,"NZ_CP073066.1_530/1-277","Lactobacillus_buchneri_rplB"
"607","Lactobacillus_casei",459.8,"NZ_AP012544.1_2401/1-277","Lactobacillus_casei_rplB"
"608","Lactobacillus_coryniformis",464.9,"NZ_CP017713.1_714/1-277","Lactobacillus_coryniformis_rplB"
"609","Lactobacillus_crispatus",463,"NZ_CP039266.1_291/1-276","Lactobacillus_crispatus_rplB"
"610","Lactobacillus_curvatus",462.5,"NZ_CP026116.1_1403/1-276","Lactobacillus_curvatus_rplB"
"611","Lactobacillus_delbrueckii",463.4,"NZ_CP018218.1_669/1-277","Lactobacillus_delbrueckii_rplB"
"612","Lactobacillus_farciminis",462.1,"NZ_CP017702.1_2061/1-276","Lactobacillus_farciminis_rplB"
"613","Lactobacillus_fermentum",449.8,"NZ_CP094655.1_1614/1-276","Lactobacillus_fermentum_rplB"
"614","Lactobacillus_gasseri",461.8,"NZ_WBOA01000002.1_117/1-277","Lactobacillus_gasseri_rplB"
"615","Lactobacillus_gastricus",455.1,"NZ_AZFN01000011.1_17/1-276","Lactobacillus_gastricus_rplB"
"616","Lactobacillus_helveticus",460.6,"NZ_GG700752.1_554/1-276","Lactobacillus_helveticus_rplB"
"617","Lactobacillus_iners",457.6,"NZ_CP045664.1_929/1-277","Lactobacillus_iners_rplB"
"618","Lactobacillus_johnsonii",461.6,"NZ_CP062068.1_307/1-277","Lactobacillus_johnsonii_rplB"
"619","Lactobacillus_kalixensis",458.8,"NZ_AZFM01000003.1_5/1-276","Lactobacillus_kalixensis_rplB"
"620","Lactobacillus_mindensis",460,"NZ_BJZN01000003.1_53/1-276","Lactobacillus_mindensis_rplB"
"621","Lactobacillus_mucosae",448.8,"NZ_CP062966.1_357/1-277","Lactobacillus_mucosae_rplB"
"622","Lactobacillus_oris",456.5,"NZ_AFTL01000019.1_351/1-276","Lactobacillus_oris_rplB"
"623","Lactobacillus_parabuchneri",458.9,"NZ_CP062473.1_1594/1-277","Lactobacillus_parabuchneri_rplB"
"624","Lactobacillus_paracasei",458.6,"NC_014334.2_2255/1-277","Lactobacillus_paracasei_rplB"
"625","Lactobacillus_pentosus",466.3,"NZ_CP032757.1_957/1-275","Lactobacillus_pentosus_rplB"
"626","Lactobacillus_plantarum",466.5,"NZ_CP030105.1_489/1-275","Lactobacillus_plantarum_rplB"
"627","Lactobacillus_reuteri",455.6,"NZ_JAJGVJ010000050.1_55/1-276","Lactobacillus_reuteri_rplB"
"628","Lactobacillus_rhamnosus",459.5,"NZ_CP040780.1_34/1-277","Lactobacillus_rhamnosus_rplB"
"629","Lactobacillus_salivarius",470.1,"NZ_LT604074.1_502/1-277","Lactobacillus_salivarius_rplB"
"630","Lactobacillus_sanfranciscensis",447,"NZ_CP045563.1_1100/1-279","Lactobacillus_sanfranciscensis_rplB"
"631","Lactobacillus_saniviri",464.6,"NZ_JQCE01000027.1_79/1-277","Lactobacillus_saniviri_rplB"
"632","Lactobacillus_senioris",465.4,"NZ_AYZR01000009.1_87/1-277","Lactobacillus_senioris_rplB"
"633","Lactobacillus_sharpeae",464.2,"NZ_AYYO01000056.1_25/1-277","Lactobacillus_sharpeae_rplB"
"634","Lactobacillus_ultunensis",460.3,"NZ_CP059829.1_369/1-276","Lactobacillus_ultunensis_rplB"
"635","Lactobacillus_vaginalis",455.7,"NZ_CP045240.1_1516/1-276","Lactobacillus_vaginalis_rplB"
"636","Lactobacillus_xiangfangensis",459.8,"NZ_JQCL01000055.1_73/1-275","Lactobacillus_xiangfangensis_rplB"
"637","Lactococcus-lactis-IL1403-MAF-2",456.7,"1_2140/1-273","Lactococcus-lactis-IL1403-MAF-2_rplB"
"638","Lactococcus_garvieae",462.3,"NZ_CP065637.1_170/1-275","Lactococcus_garvieae_rplB"
"639","Lactococcus_plantarum",461.7,"NZ_BCVM01000001.1_30/1-277","Lactococcus_plantarum_rplB"
"640","Lactococcus_raffinolactis",462.5,"NZ_CP023392.1_837/1-277","Lactococcus_raffinolactis_rplB"
"641","Lactonifactor_longoviformis",462.2,"NZ_FQVI01000002.1_312/1-277","Lactonifactor_longoviformis_rplB"
"642","Laribacter_hongkongensis",467.1,"NZ_CP022115.1_251/1-275","Laribacter_hongkongensis_rplB"
"643","Lautropia_mirabilis",454.6,"NZ_LR134378.1_725/1-275","Lautropia_mirabilis_rplB"
"644","Leminorella_grimontii",476.8,"NZ_JMPN01000025.1_481/1-273","Leminorella_grimontii_rplB"
"645","Leminorella_richardii",478,"NZ_LS483470.1_352/1-273","Leminorella_richardii_rplB"
"646","Leptotrichia_amnionii",422.1,"NZ_CP011280.1_101/1-274","Leptotrichia_amnionii_rplB"
"647","Leptotrichia_buccalis",425.9,"NC_013192.1_240/1-274","Leptotrichia_buccalis_rplB"
"648","Leucobacter_aridicollis",461.3,"NZ_QYAE01000002.1_514/1-276","Leucobacter_aridicollis_rplB"
"649","Leuconostoc_citreum",465.4,"NZ_CP042410.1_1804/1-276","Leuconostoc_citreum_rplB"
"650","Leuconostoc_gelidum",464.5,"NC_018631.1_1655/1-277","Leuconostoc_gelidum_rplB"
"651","Leuconostoc_lactis",464.4,"NZ_CP042387.1_767/1-276","Leuconostoc_lactis_rplB"
"652","Leuconostoc_mesenteroides",460.3,"NZ_CP028251.1_1490/1-276","Leuconostoc_mesenteroides_rplB"
"653","Leuconostoc_pseudomesenteroides",460.6,"NZ_CP065993.1_1929/1-276","Leuconostoc_pseudomesenteroides_rplB"
"654","Listeria_marthii",487.7,"NZ_JAIQYO010000002.1_428/1-277","Listeria_marthii_rplB"
"655","Lysinibacillus_fusiformis",481.2,"NZ_CP010820.1_174/1-275","Lysinibacillus_fusiformis_rplB"
"656","Lysinibacillus_massiliensis",480.1,"NZ_AVCZ01000003.1_149/1-275","Lysinibacillus_massiliensis_rplB"
"657","Lysinibacillus_sphaericus",482.8,"NZ_CP053370.1_4243/1-275","Lysinibacillus_sphaericus_rplB"
"658","Lysobacter_soli",450.5,"NZ_CP046603.1_983/1-274","Lysobacter_soli_rplB"
"659","Macrococcus_caseolyticus",484.8,"NZ_CP065729.1_2074/1-275","Macrococcus_caseolyticus_rplB"
"660","Mannheimia_granulomatis",471.9,"NZ_CP015030.1_1811/1-271","Mannheimia_granulomatis_rplB"
"661","Marvinbryantia-formatexigens-DSM-14469-MAF-2",465.3,"1_3101/1-278","Marvinbryantia-formatexigens-DSM-14469-MAF-2_rplB"
"662","Massilia_aurea",454.9,"NZ_JACHBX010000002.1_282/1-274","Massilia_aurea_rplB"
"663","Megamonas_funiformis",472,"NZ_AP024966.1_375/1-277","Megamonas_funiformis_rplB"
"664","Megamonas_hypermegale",470.9,"NZ_LT906446.1_1433/1-274","Megamonas_hypermegale_rplB"
"665","Megasphaera-elsdenii-14-14-MAF-2",471.3,"1_1450/1-275","Megasphaera-elsdenii-14-14-MAF-2_rplB"
"666","Mesorhizobium_jarvisii",444.8,"NZ_CP033507.1_4639/1-276","Mesorhizobium_jarvisii_rplB"
"667","Mesorhizobium_loti",443.1,"NZ_QGGH01000023.1_6/1-276","Mesorhizobium_loti_rplB"
"668","Methylobacterium_adhaesivum",429.8,"NZ_BPQD01000019.1_66/1-277","Methylobacterium_adhaesivum_rplB"
"669","Methylobacterium_aminovorans",429.7,"NZ_BPRC01000028.1_65/1-277","Methylobacterium_aminovorans_rplB"
"670","Methylobacterium_brachiatum",430.3,"NZ_FOQW01000013.1_200/1-277","Methylobacterium_brachiatum_rplB"
"671","Methylobacterium_mesophilicum",429.4,"NZ_BPQU01000006.1_6/1-277","Methylobacterium_mesophilicum_rplB"
"672","Methylobacterium_oryzae",430.3,"NZ_CP003811.1_2447/1-277","Methylobacterium_oryzae_rplB"
"673","Methylobacterium_phyllosphaerae",430.3,"NZ_CP015367.1_1763/1-277","Methylobacterium_phyllosphaerae_rplB"
"674","Methylobacterium_populi",429.7,"NC_010725.1_2116/1-277","Methylobacterium_populi_rplB"
"675","Methylobacterium_radiotolerans",429,"NC_010505.1_2219/1-277","Methylobacterium_radiotolerans_rplB"
"676","Methylobacterium_zatmanii",429.7,"NZ_NKUI01000047.1_48/1-277","Methylobacterium_zatmanii_rplB"
"677","Methyloversatilis_discipulorum",462.2,"NZ_AZUP01000001.1_2127/1-274","Methyloversatilis_discipulorum_rplB"
"678","Methyloversatilis_universalis",463.5,"NZ_ARWH01000001.1_3579/1-274","Methyloversatilis_universalis_rplB"
"679","Microbacterium_aurum",464.8,"NZ_CP018762.1_2846/1-277","Microbacterium_aurum_rplB"
"680","Microbacterium_chocolatum",466.4,"NZ_KQ440284.1_87/1-277","Microbacterium_chocolatum_rplB"
"681","Microbacterium_foliorum",464.3,"NZ_CP031425.1_2593/1-277","Microbacterium_foliorum_rplB"
"682","Microbacterium_ginsengisoli",463.9,"NZ_JYIY01000064.1_32/1-277","Microbacterium_ginsengisoli_rplB"
"683","Microbacterium_gubbeenense",456.9,"NZ_AUGQ01000005.1_236/1-276","Microbacterium_gubbeenense_rplB"
"684","Microbacterium_hydrocarbonoxydans",465.1,"NZ_BCRF01000020.1_35/1-277","Microbacterium_hydrocarbonoxydans_rplB"
"685","Microbacterium_lacticum",465.7,"NZ_VFPS01000007.1_87/1-277","Microbacterium_lacticum_rplB"
"686","Microbacterium_mitrae",458.3,"NZ_VRSW01000001.1_950/1-277","Microbacterium_mitrae_rplB"
"687","Microbacterium_oleivorans",464.9,"NZ_CP031421.1_2440/1-277","Microbacterium_oleivorans_rplB"
"688","Microbacterium_paraoxydans",464.5,"NZ_LT629770.1_1328/1-277","Microbacterium_paraoxydans_rplB"
"689","Microbacterium_phyllosphaerae",463.6,"NZ_JAGIOA010000001.1_3186/1-277","Microbacterium_phyllosphaerae_rplB"
"690","Microbacterium_schleiferi",463.4,"NZ_JAJGNI010000002.1_150/1-277","Microbacterium_schleiferi_rplB"
"691","Microbacterium_testaceum",464.7,"NZ_BJML01000001.1_12/1-277","Microbacterium_testaceum_rplB"
"692","Micrococcus_cohnii",453.6,"NZ_JACHNA010000001.1_1233/1-277","Micrococcus_cohnii_rplB"
"693","Micrococcus_endophyticus",455.7,"NZ_JACHMW010000001.1_152/1-277","Micrococcus_endophyticus_rplB"
"694","Micrococcus_luteus",456.7,"NZ_CP082331.1_1625/1-277","Micrococcus_luteus_rplB"
"695","Micrococcus_lylae",455.6,"NZ_FUKP01000018.1_65/1-277","Micrococcus_lylae_rplB"
"696","Microlunatus_phosphovorus",455.4,"NC_015635.1_1077/1-277","Microlunatus_phosphovorus_rplB"
"697","Micromonospora_aurantiaca",452.5,"NC_014391.1_5523/1-277","Micromonospora_aurantiaca_rplB"
"698","Microvirga_aerophila",437.5,"NZ_QOIO01000044.1_54/1-277","Microvirga_aerophila_rplB"
"699","Microvirga_massiliensis",431.9,"NZ_LN811355.1_354/1-279","Microvirga_massiliensis_rplB"
"700","Microvirgula_aerodenitrificans",464.4,"NZ_CP028519.1_980/1-275","Microvirgula_aerodenitrificans_rplB"
"701","Mitsuokella-multacida-DSM-20544-MAF-2",472.6,"1_1583/1-274","Mitsuokella-multacida-DSM-20544-MAF-2_rplB"
"702","Mitsuokella_jalaludinii",472.4,"NZ_CYYU01000001.1_355/1-274","Mitsuokella_jalaludinii_rplB"
"703","Mobiluncus_curtisii",459.8,"NC_014246.1_335/1-276","Mobiluncus_curtisii_rplB"
"704","Moellerella_wisconsensis",476.1,"NZ_CP093242.1_2956/1-273","Moellerella_wisconsensis_rplB"
"705","Mogibacterium_diversum",466.3,"NZ_CP027228.1_1211/1-276","Mogibacterium_diversum_rplB"
"706","Mogibacterium_pumilum",467.8,"NZ_CP016199.1_164/1-276","Mogibacterium_pumilum_rplB"
"707","Mogibacterium_timidum",467.5,"NZ_JALU01000021.1_22/1-276","Mogibacterium_timidum_rplB"
"708","Moraxella_catarrhalis",458.4,"NZ_CP018059.1_70/1-275","Moraxella_catarrhalis_rplB"
"709","Moraxella_osloensis",455.7,"NZ_CP014234.1_867/1-275","Moraxella_osloensis_rplB"
"710","Morganella_morganii",474.9,"NZ_LR699007.1_172/1-273","Morganella_morganii_rplB"
"711","Murimonas_intestini",461.1,"NZ_CABJAT010000002.1_332/1-277","Murimonas_intestini_rplB"
"712","Mycobacterium_abscessus",452.7,"NZ_CP034181.1_1007/1-276","Mycobacterium_abscessus_rplB"
"713","Mycobacterium_aubagnense",454.4,"NZ_POTN01000046.1_83/1-277","Mycobacterium_aubagnense_rplB"
"714","Mycobacterium_avium",455.6,"NZ_AUZQ01000010.1_21/1-277","Mycobacterium_avium_rplB"
"715","Mycobacterium_florentinum",456.1,"NZ_AP022576.1_2547/1-277","Mycobacterium_florentinum_rplB"
"716","Mycobacterium_fortuitum",456.7,"NZ_CP011269.1_1408/1-276","Mycobacterium_fortuitum_rplB"
"717","Negativicoccus_succinicivorans",467.3,"NZ_JACHHI010000004.1_6/1-275","Negativicoccus_succinicivorans_rplB"
