description,hit_id,targ_id,target_len,hit_score,hit_evalue,hit_bias,hsp_len,hsp_score,hsp_evalue_cond,hsp_evalue_ind,hsp_bias,output_table
Helicobacter_winghamensis_rplB,NZ_CP063087.1_1392/1-274,NZ_CP063087.1_1392,276,426.8,3.5e-129,6.7,274,426.6,4.6e-132,3.9e-129,6.7,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Helicobacter_winghamensis_rplB.domtblout
Helicobacter_winghamensis_rplB,NZ_CP063087.1_815/43-82,NZ_CP063087.1_815,91,11.9,0.0089,0.0,40,11.7,1.3e-05,0.011,0.0,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Helicobacter_winghamensis_rplB.domtblout
Herbaspirillum_huttiense_rplB,NZ_CP037993.1_148/1-274,NZ_CP037993.1_148,276,464.8,2.8e-140,12.6,274,464.6,6.2e-144,3.1e-140,12.6,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Herbaspirillum_huttiense_rplB.domtblout
Herbaspirillum_massiliense_rplB,NZ_HE978634.1_274/1-274,NZ_HE978634.1_274,276,457.2,4.2e-138,12.6,274,457.1,1.2e-141,4.7e-138,12.6,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Herbaspirillum_massiliense_rplB.domtblout
Herminiimonas_contaminans_rplB,NZ_JADOEL010000008.1_64/1-274,NZ_JADOEL010000008.1_64,276,458.7,1.5e-138,13.1,274,458.6,4.2e-142,1.6e-138,13.1,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Herminiimonas_contaminans_rplB.domtblout
Hespellia_stercorisuis_rplB,NZ_FQZY01000009.1_52/1-277,NZ_FQZY01000009.1_52,281,456.5,7.5e-138,8.4,277,456.4,2e-141,8.3e-138,8.4,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Hespellia_stercorisuis_rplB.domtblout
Holdemanella_biformis_rplB,NZ_QRYH01000027.1_25/1-276,NZ_QRYH01000027.1_25,278,464.7,1.4e-140,10.2,276,464.6,6.3e-144,1.5e-140,10.2,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Holdemanella_biformis_rplB.domtblout
Holdemania_filiformis_rplB,NZ_QRUP01000014.1_96/1-276,NZ_QRUP01000014.1_96,278,476.0,7.1e-144,9.7,276,475.9,2.3e-147,7.9e-144,9.7,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Holdemania_filiformis_rplB.domtblout
Holdemania_massiliensis_rplB,NZ_HE998570.1_264/1-276,NZ_HE998570.1_264,278,477.0,3.5e-144,8.6,276,476.9,1.1e-147,3.9e-144,8.6,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Holdemania_massiliensis_rplB.domtblout
Hungatella_hathewayi_rplB,NZ_WNME01000010.1_91/1-279,NZ_WNME01000010.1_91,283,455.2,2.7e-137,9.6,279,455.0,5.1e-141,3e-137,9.6,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Hungatella_hathewayi_rplB.domtblout
Hydrogenoanaerobacterium_saccharovorans_rplB,NZ_RKRD01000002.1_203/1-276,NZ_RKRD01000002.1_203,278,458.1,1.7e-138,3.8,276,458.0,6.4e-142,1.9e-138,3.8,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Hydrogenoanaerobacterium_saccharovorans_rplB.domtblout
Hymenobacter_rigui_rplB,NZ_RWIT01000001.1_484/1-274,NZ_RWIT01000001.1_484,276,440.3,7.2e-133,4.7,274,440.1,1.8e-136,8e-133,4.7,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Hymenobacter_rigui_rplB.domtblout
Hyphomicrobium_facile_rplB,NZ_FPCH01000002.1_194/1-273,NZ_FPCH01000002.1_194,275,420.8,5.6e-127,5.8,273,420.7,1.5e-130,6.2e-127,5.8,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Hyphomicrobium_facile_rplB.domtblout
Intestinibacter-bartlettii-DSM-16795-MAF-2_rplB,scaffold_Scaffolds_0.cp.600_257/1-275,scaffold_Scaffolds_0.cp.600_257,277,462.7,6.2e-140,6.5,275,462.6,2.6e-143,6.9e-140,6.5,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Intestinibacter-bartlettii-DSM-16795-MAF-2_rplB.domtblout
Intestinimonas_butyriciproducens_rplB,NZ_MJII01000001.1_1937/1-277,NZ_MJII01000001.1_1937,279,447.2,3.8e-135,6.8,277,447.1,1.4e-138,4.3e-135,6.8,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Intestinimonas_butyriciproducens_rplB.domtblout
Janibacter_anophelis_rplB,NZ_BCSQ01000017.1_51/1-276,NZ_BCSQ01000017.1_51,279,452.9,7.6e-137,9.2,276,452.7,2.6e-140,8.5e-137,9.2,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Janibacter_anophelis_rplB.domtblout
Janibacter_limosus_rplB,NZ_BCSS01000008.1_85/1-276,NZ_BCSS01000008.1_85,279,453.0,6.9e-137,9.4,276,452.9,2.3e-140,7.7e-137,9.4,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Janibacter_limosus_rplB.domtblout
Janibacter_terrae_rplB,NZ_BDAR01000014.1_79/1-276,NZ_BDAR01000014.1_79,279,452.0,1.3e-136,9.2,276,451.9,4.6e-140,1.5e-136,9.2,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Janibacter_terrae_rplB.domtblout
Jeotgalicoccus_halotolerans_rplB,NZ_QUMW01000010.1_62/1-275,NZ_QUMW01000010.1_62,277,470.0,3.2e-142,8.5,275,469.9,1.6e-145,3.5e-142,8.5,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Jeotgalicoccus_halotolerans_rplB.domtblout
Kallipyga_massiliensis_rplB,NZ_HE978586.1_157/1-276,NZ_HE978586.1_157,278,454.0,1.7e-137,6.9,276,453.8,1.2e-140,1.9e-137,6.9,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Kallipyga_massiliensis_rplB.domtblout
Kandleria_vitulina_rplB,NZ_JHXA01000006.1_121/1-276,NZ_JHXA01000006.1_121,278,463.4,2.9e-140,12.8,276,463.2,1.6e-143,3.2e-140,12.8,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Kandleria_vitulina_rplB.domtblout
Kerstersia_gyiorum_rplB,NZ_SGWZ01000001.1_411/1-274,NZ_SGWZ01000001.1_411,276,455.3,1.5e-137,9.1,274,455.1,4.8e-141,1.6e-137,9.1,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Kerstersia_gyiorum_rplB.domtblout
Kingella_oralis_rplB,NZ_CP059569.1_2136/1-275,NZ_CP059569.1_2136,278,459.6,4.8e-139,12.4,275,459.5,4.5e-142,5.3e-139,12.4,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Kingella_oralis_rplB.domtblout
Kingella_oralis_rplB,NZ_CP059569.1_270/65-101,NZ_CP059569.1_270,201,15.5,0.001,0.0,37,15.1,1.2e-06,0.0014,0.0,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Kingella_oralis_rplB.domtblout
Klebsiella_oxytoca_rplB,NZ_CP033844.1_2876/1-272,NZ_CP033844.1_2876,274,476.2,9.7e-144,9.7,272,476.1,2e-147,1.1e-143,9.7,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Klebsiella_oxytoca_rplB.domtblout
Klebsiella_pneumoniae_rplB,NC_016845.1_4634/1-272,NC_016845.1_4634,274,476.5,7.8e-144,8.6,272,476.4,1.6e-147,8.6e-144,8.6,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Klebsiella_pneumoniae_rplB.domtblout
Kluyvera_ascorbata_rplB,NZ_UGNM01000001.1_546/1-272,NZ_UGNM01000001.1_546,274,476.2,8.8e-144,9.3,272,476.0,4.1e-147,9.9e-144,9.3,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Kluyvera_ascorbata_rplB.domtblout
Kluyvera_georgiana_rplB,NZ_LSME01000041.1_39/1-272,NZ_LSME01000041.1_39,274,476.6,6.4e-144,9.2,272,476.4,1.5e-147,7.1e-144,9.2,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Kluyvera_georgiana_rplB.domtblout
Kocuria_halotolerans_rplB,NZ_NOIU01000001.1_191/1-277,NZ_NOIU01000001.1_191,280,452.8,6.7e-137,10.2,277,452.6,2.8e-140,7.5e-137,10.2,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Kocuria_halotolerans_rplB.domtblout
Kocuria_kristinae_rplB,NZ_NOIV01000002.1_357/1-276,NZ_NOIV01000002.1_357,279,452.7,5.6e-137,10.2,276,452.5,3e-140,6.2e-137,10.2,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Kocuria_kristinae_rplB.domtblout
Kocuria_palustris_rplB,NZ_CP012507.1_1947/1-277,NZ_CP012507.1_1947,280,448.2,1.5e-135,9.6,277,448.1,6.7e-139,1.7e-135,9.6,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Kocuria_palustris_rplB.domtblout
Kocuria_polaris_rplB,NZ_JSUH01000004.1_78/1-277,NZ_JSUH01000004.1_78,280,451.4,2.3e-136,11.0,277,451.2,7.4e-140,2.6e-136,11.0,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Kocuria_polaris_rplB.domtblout
Kocuria_rhizophila_rplB,NZ_SPNK01000001.1_61/1-277,NZ_SPNK01000001.1_61,280,452.4,7.5e-137,11.4,277,452.2,3.6e-140,8.4e-137,11.4,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Kocuria_rhizophila_rplB.domtblout
Kocuria_rosea_rplB,NZ_SMZT01000001.1_795/1-277,NZ_SMZT01000001.1_795,280,451.4,2.4e-136,11.0,277,451.2,7.4e-140,2.7e-136,11.0,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Kocuria_rosea_rplB.domtblout
Kocuria_salsicia_rplB,NZ_VELE01000001.1_644/1-277,NZ_VELE01000001.1_644,280,453.6,3.7e-137,11.4,277,453.5,1.5e-140,4.1e-137,11.4,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Kocuria_salsicia_rplB.domtblout
Kurthia_gibsonii_rplB,NZ_QZNE01000003.1_34/1-275,NZ_QZNE01000003.1_34,277,484.3,1.8e-146,12.4,275,484.1,7.1e-150,2.1e-146,12.4,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Kurthia_gibsonii_rplB.domtblout
Kurthia_massiliensis_rplB,NZ_HE611002.1_35/1-275,NZ_HE611002.1_35,277,480.5,2.9e-145,12.1,275,480.3,1e-148,3.3e-145,12.1,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Kurthia_massiliensis_rplB.domtblout
Kurthia_senegalensis_rplB,NZ_HE611070.1_34/1-275,NZ_HE611070.1_34,277,480.0,3.9e-145,12.7,275,479.8,1.4e-148,4.4e-145,12.7,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Kurthia_senegalensis_rplB.domtblout
Kytococcus_schroeteri_rplB,NZ_VHHR01000004.1_20/1-276,NZ_VHHR01000004.1_20,279,452.6,6.4e-137,9.9,276,452.4,3.1e-140,7.2e-137,9.9,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Kytococcus_schroeteri_rplB.domtblout
Kytococcus_sedentarius_rplB,NZ_UGNQ01000001.1_2070/1-276,NZ_UGNQ01000001.1_2070,279,450.7,2.9e-136,10.7,276,450.5,2.4e-139,3.2e-136,10.7,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Kytococcus_sedentarius_rplB.domtblout
Lachnoanaerobaculum_saburreum_rplB,NZ_GL622296.1_2291/1-279,NZ_GL622296.1_2291,282,451.0,2.5e-136,7.9,279,450.9,9.5e-140,2.7e-136,7.9,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Lachnoanaerobaculum_saburreum_rplB.domtblout
Lachnoanaerobaculum_umeaense_rplB,NZ_CP032364.1_670/1-279,NZ_CP032364.1_670,283,452.5,7.8e-137,7.9,279,452.4,3.3e-140,8.6e-137,7.9,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Lachnoanaerobaculum_umeaense_rplB.domtblout
Lachnobacterium_bovis_rplB,NZ_FNPG01000008.1_18/1-277,NZ_FNPG01000008.1_18,281,458.2,1.3e-138,6.8,277,458.1,6.1e-142,1.5e-138,6.8,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Lachnobacterium_bovis_rplB.domtblout
Lachnospira-eligens-ATCC-27750-MAF-2_rplB,1_1122/1-277,1_1122,281,461.0,2e-139,8.5,277,460.8,8.8e-143,2.2e-139,8.5,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Lachnospira-eligens-ATCC-27750-MAF-2_rplB.domtblout
Lachnospira_pectinoschiza_rplB,NZ_FNHZ01000004.1_73/1-277,NZ_FNHZ01000004.1_73,281,459.0,7.1e-139,8.5,277,458.9,3.4e-142,7.8e-139,8.5,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Lachnospira_pectinoschiza_rplB.domtblout
Lactobacillus_acidophilus_rplB,NC_021181.2_277/1-276,NC_021181.2_277,279,462.2,6.1e-140,8.5,276,462.1,3.7e-143,6.8e-140,8.5,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Lactobacillus_acidophilus_rplB.domtblout
Lactobacillus_agilis_rplB,NZ_LN851173.1_14/1-275,NZ_LN851173.1_14,277,467.2,2.1e-141,9.1,275,467.0,1.1e-144,2.3e-141,9.1,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Lactobacillus_agilis_rplB.domtblout
Lactobacillus_alimentarius_rplB,NZ_CP018867.1_2084/1-276,NZ_CP018867.1_2084,278,459.6,4.6e-139,7.4,276,459.5,2.2e-142,5.2e-139,7.4,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Lactobacillus_alimentarius_rplB.domtblout
Lactobacillus_amylovorus_rplB,NC_017470.1_284/1-276,NC_017470.1_284,279,460.7,1.8e-139,8.8,276,460.6,1e-142,2.1e-139,8.8,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Lactobacillus_amylovorus_rplB.domtblout
Lactobacillus_animalis_rplB,NZ_CP047141.1_1489/1-277,NZ_CP047141.1_1489,278,475.5,5.4e-144,8.7,277,475.3,3.3e-147,6.1e-144,8.7,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Lactobacillus_animalis_rplB.domtblout
Lactobacillus_antri_rplB,NZ_GG700733.1_547/1-276,NZ_GG700733.1_547,282,456.5,4e-138,7.3,276,456.3,2e-141,4.4e-138,7.3,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Lactobacillus_antri_rplB.domtblout
Lactobacillus_brevis_rplB,NZ_CP015398.1_2009/1-280,NZ_CP015398.1_2009,283,452.9,5.5e-137,8.4,280,452.8,2.5e-140,6.1e-137,8.4,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Lactobacillus_brevis_rplB.domtblout
Lactobacillus_buchneri_rplB,NZ_CP073066.1_530/1-277,NZ_CP073066.1_530,280,453.6,3.4e-137,9.6,277,453.5,1.5e-140,3.7e-137,9.6,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Lactobacillus_buchneri_rplB.domtblout
Lactobacillus_casei_rplB,NZ_AP012544.1_2401/1-277,NZ_AP012544.1_2401,279,459.8,5.1e-139,7.8,277,459.7,1.9e-142,5.7e-139,7.8,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Lactobacillus_casei_rplB.domtblout
Lactobacillus_coryniformis_rplB,NZ_CP017713.1_714/1-277,NZ_CP017713.1_714,280,464.9,1.4e-140,10.4,277,464.7,5.6e-144,1.6e-140,10.4,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Lactobacillus_coryniformis_rplB.domtblout
Lactobacillus_crispatus_rplB,NZ_CP039266.1_291/1-276,NZ_CP039266.1_291,279,463.0,3.8e-140,9.0,276,462.9,2.1e-143,4.2e-140,9.0,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Lactobacillus_crispatus_rplB.domtblout
Lactobacillus_curvatus_rplB,NZ_CP026116.1_1403/1-276,NZ_CP026116.1_1403,278,462.5,5.4e-140,9.0,276,462.3,3.1e-143,6e-140,9.0,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Lactobacillus_curvatus_rplB.domtblout
Lactobacillus_delbrueckii_rplB,NZ_CP018218.1_669/1-277,NZ_CP018218.1_669,279,463.4,2.7e-140,10.4,277,463.2,1.6e-143,3e-140,10.4,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Lactobacillus_delbrueckii_rplB.domtblout
Lactobacillus_farciminis_rplB,NZ_CP017702.1_2061/1-276,NZ_CP017702.1_2061,278,462.1,9.3e-140,8.3,276,461.9,4.1e-143,1e-139,8.3,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Lactobacillus_farciminis_rplB.domtblout
Lactobacillus_fermentum_rplB,NZ_CP094655.1_1614/1-276,NZ_CP094655.1_1614,282,449.8,3.9e-136,8.4,276,449.7,2.2e-139,4.3e-136,8.4,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Lactobacillus_fermentum_rplB.domtblout
Lactobacillus_gasseri_rplB,NZ_WBOA01000002.1_117/1-277,NZ_WBOA01000002.1_117,279,461.8,7.7e-140,9.2,277,461.7,4.8e-143,8.6e-140,9.2,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Lactobacillus_gasseri_rplB.domtblout
Lactobacillus_gastricus_rplB,NZ_AZFN01000011.1_17/1-276,NZ_AZFN01000011.1_17,282,455.1,9.2e-138,9.8,276,454.9,5.5e-141,1e-137,9.8,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Lactobacillus_gastricus_rplB.domtblout
Lactobacillus_helveticus_rplB,NZ_GG700752.1_554/1-276,NZ_GG700752.1_554,279,460.6,2.2e-139,9.2,276,460.4,1.2e-142,2.4e-139,9.2,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Lactobacillus_helveticus_rplB.domtblout
Lactobacillus_iners_rplB,NZ_CP045664.1_929/1-277,NZ_CP045664.1_929,279,457.6,1e-138,10.1,277,457.5,9.2e-142,1.1e-138,10.1,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Lactobacillus_iners_rplB.domtblout
Lactobacillus_johnsonii_rplB,NZ_CP062068.1_307/1-277,NZ_CP062068.1_307,279,461.6,1e-139,8.9,277,461.4,5.7e-143,1.1e-139,8.9,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Lactobacillus_johnsonii_rplB.domtblout
Lactobacillus_kalixensis_rplB,NZ_AZFM01000003.1_5/1-276,NZ_AZFM01000003.1_5,279,458.8,7.1e-139,9.1,276,458.7,4e-142,7.9e-139,9.1,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Lactobacillus_kalixensis_rplB.domtblout
Lactobacillus_mindensis_rplB,NZ_BJZN01000003.1_53/1-276,NZ_BJZN01000003.1_53,278,460.0,3.6e-139,7.3,276,459.8,1.8e-142,4e-139,7.3,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Lactobacillus_mindensis_rplB.domtblout
Lactobacillus_mucosae_rplB,NZ_CP062966.1_357/1-277,NZ_CP062966.1_357,283,448.8,7.9e-136,8.0,277,448.6,4.5e-139,8.7e-136,8.0,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Lactobacillus_mucosae_rplB.domtblout
Lactobacillus_oris_rplB,NZ_AFTL01000019.1_351/1-276,NZ_AFTL01000019.1_351,282,456.5,3.8e-138,7.7,276,456.3,2e-141,4.2e-138,7.7,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Lactobacillus_oris_rplB.domtblout
Lactobacillus_parabuchneri_rplB,NZ_CP062473.1_1594/1-277,NZ_CP062473.1_1594,280,458.9,7.7e-139,9.3,277,458.8,3.7e-142,8.5e-139,9.3,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Lactobacillus_parabuchneri_rplB.domtblout
Lactobacillus_paracasei_rplB,NC_014334.2_2255/1-277,NC_014334.2_2255,279,458.6,1.1e-138,6.9,277,458.4,4.7e-142,1.3e-138,6.9,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Lactobacillus_paracasei_rplB.domtblout
Lactobacillus_pentosus_rplB,NZ_CP032757.1_957/1-275,NZ_CP032757.1_957,280,466.3,6.2e-141,8.1,275,466.2,2.1e-144,6.8e-141,8.1,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Lactobacillus_pentosus_rplB.domtblout
Lactobacillus_plantarum_rplB,NZ_CP030105.1_489/1-275,NZ_CP030105.1_489,280,466.5,4.8e-141,8.2,275,466.4,1.8e-144,5.4e-141,8.2,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Lactobacillus_plantarum_rplB.domtblout
Lactobacillus_reuteri_rplB,NZ_JAJGVJ010000050.1_55/1-276,NZ_JAJGVJ010000050.1_55,282,455.6,6.9e-138,8.3,276,455.5,3.8e-141,7.6e-138,8.3,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Lactobacillus_reuteri_rplB.domtblout
Lactobacillus_rhamnosus_rplB,NZ_CP040780.1_34/1-277,NZ_CP040780.1_34,279,459.5,6.1e-139,6.9,277,459.3,2.5e-142,6.8e-139,6.9,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Lactobacillus_rhamnosus_rplB.domtblout
Lactobacillus-ruminis-ATCC-25644-MAF-2_rplB,1_271/1-277,1_271,278,472.5,5e-143,10.4,277,472.3,2.7e-146,5.6e-143,10.4,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Lactobacillus-ruminis-ATCC-25644-MAF-2_rplB.domtblout
Lactobacillus_salivarius_rplB,NZ_LT604074.1_502/1-277,NZ_LT604074.1_502,278,470.1,2.5e-142,10.1,277,470.0,1.4e-145,2.8e-142,10.1,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Lactobacillus_salivarius_rplB.domtblout
Lactobacillus_sanfranciscensis_rplB,NZ_CP045563.1_1100/1-279,NZ_CP045563.1_1100,282,447.0,1.9e-135,10.6,279,446.8,1.6e-138,2.1e-135,10.6,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Lactobacillus_sanfranciscensis_rplB.domtblout
Lactobacillus_saniviri_rplB,NZ_JQCE01000027.1_79/1-277,NZ_JQCE01000027.1_79,278,464.6,1.5e-140,7.7,277,464.4,7e-144,1.7e-140,7.7,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Lactobacillus_saniviri_rplB.domtblout
Lactobacillus_senioris_rplB,NZ_AYZR01000009.1_87/1-277,NZ_AYZR01000009.1_87,280,465.4,5.7e-141,9.4,277,465.2,4e-144,6.3e-141,9.4,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Lactobacillus_senioris_rplB.domtblout
Lactobacillus_sharpeae_rplB,NZ_AYYO01000056.1_25/1-277,NZ_AYYO01000056.1_25,278,464.2,1.9e-140,5.2,277,464.1,9.1e-144,2.1e-140,5.2,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Lactobacillus_sharpeae_rplB.domtblout
Lactobacillus_ultunensis_rplB,NZ_CP059829.1_369/1-276,NZ_CP059829.1_369,279,460.3,2.8e-139,9.2,276,460.1,1.4e-142,3.2e-139,9.2,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Lactobacillus_ultunensis_rplB.domtblout
Lactobacillus_vaginalis_rplB,NZ_CP045240.1_1516/1-276,NZ_CP045240.1_1516,282,455.7,6e-138,7.6,276,455.6,7.1e-141,6.6e-138,7.6,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Lactobacillus_vaginalis_rplB.domtblout
Lactobacillus_xiangfangensis_rplB,NZ_JQCL01000055.1_73/1-275,NZ_JQCL01000055.1_73,280,459.8,4.9e-139,7.7,275,459.7,1.9e-142,5.4e-139,7.7,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Lactobacillus_xiangfangensis_rplB.domtblout
Lactococcus_garvieae_rplB,NZ_CP065637.1_170/1-275,NZ_CP065637.1_170,278,462.3,6.2e-140,7.8,275,462.2,3.4e-143,6.9e-140,7.8,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Lactococcus_garvieae_rplB.domtblout
Lactococcus-lactis-IL1403-MAF-2_rplB,1_2140/1-273,1_2140,277,456.7,4e-138,8.1,273,456.5,1.8e-141,4.5e-138,8.1,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Lactococcus-lactis-IL1403-MAF-2_rplB.domtblout
Lactococcus_plantarum_rplB,NZ_BCVM01000001.1_30/1-277,NZ_BCVM01000001.1_30,278,461.7,8.8e-140,8.9,277,461.6,5.2e-143,9.8e-140,8.9,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Lactococcus_plantarum_rplB.domtblout
Lactococcus_raffinolactis_rplB,NZ_CP023392.1_837/1-277,NZ_CP023392.1_837,278,462.5,6.1e-140,8.7,277,462.3,3.1e-143,6.8e-140,8.7,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Lactococcus_raffinolactis_rplB.domtblout
Lactonifactor_longoviformis_rplB,NZ_FQVI01000002.1_312/1-277,NZ_FQVI01000002.1_312,282,462.2,1.5e-139,8.2,277,462.1,3.7e-143,1.6e-139,8.2,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Lactonifactor_longoviformis_rplB.domtblout
