"","strain","hit_score.atoA","hit_id.atoA","description.atoA","hit_score.atoD","hit_id.atoD","description.atoD","hit_score.bcd","hit_id.bcd","description.bcd","hit_score.kce","hit_id.kce","description.kce","hit_score.kal","hit_id.kal","description.kal","hit_score.kamA","hit_id.kamA","description.kamA","hit_score.kamD","hit_id.kamD","description.kamD","hit_score.kamE","hit_id.kamE","description.kamE","hit_score.kdd","hit_id.kdd","description.kdd","pathway","hit_score.thl","hit_id.thl","description.thl","hit_score.cro","hit_id.cro","description.cro","hit_score.hbd","hit_id.hbd","description.hbd","hit_score.ptb","hit_id.ptb","description.ptb","hit_score.buk","hit_id.buk","description.buk","hit_score.but","hit_id.but","description.but","hit_score.gcdA","hit_id.gcdA","description.gcdA","hit_score.gcdB","hit_id.gcdB","description.gcdB","hit_score.gctA","hit_id.gctA","description.gctA","hit_score.gctB","hit_id.gctB","description.gctB","hit_score.hgdA","hit_id.hgdA","description.hgdA","hit_score.hgdB","hit_id.hgdB","description.hgdB","hit_score.hgdC","hit_id.hgdC","description.hgdC","hit_score.abfD","hit_id.abfD","description.abfD","hit_score.abfT","hit_id.abfT","description.abfT","hit_score.abfH","hit_id.abfH","description.abfH"
"54","Bacillus_endophyticus",NA,NA,NA,NA,NA,NA,716.2,"NZ_LWAG01000035.1_38/1-375","Bacillus_endophyticus_bcd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"acetylCoA_buk",714.7,"NZ_LWAG01000029.1_28/3-395","Bacillus_endophyticus_thl",413.9,"NZ_LWAG01000042.1_24/1-258","Bacillus_endophyticus_cro",449.5,"NZ_LWAG01000035.1_36/1-283","Bacillus_endophyticus_hbd",405.8,"NZ_LWAG01000022.1_89/2-303","Bacillus_endophyticus_ptb",583.3,"NZ_LWAG01000022.1_91/5-358","Bacillus_endophyticus_buk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","Bacillus_firmus",NA,NA,NA,NA,NA,NA,750.4,"NZ_UFTC01000001.1_4647/1-378","Bacillus_firmus_bcd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"acetylCoA_buk",709.2,"NZ_UFTC01000001.1_3415/3-393","Bacillus_firmus_thl",417.3,"NZ_UFTC01000001.1_3812/1-257","Bacillus_firmus_cro",475.3,"NZ_UFTC01000001.1_4649/1-283","Bacillus_firmus_hbd",443.5,"NZ_UFTC01000001.1_3460/2-299","Bacillus_firmus_ptb",589.3,"NZ_UFTC01000001.1_3458/5-358","Bacillus_firmus_buk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","Bacillus_flexus",NA,NA,NA,NA,NA,NA,754.6,"NZ_CP060274.1_3885/1-377","Bacillus_flexus_bcd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"acetylCoA_buk",704.2,"NZ_CP060274.1_3120/3-394","Bacillus_flexus_thl",393.4,"NZ_CP060274.1_3450/7-257","Bacillus_flexus_cro",453.2,"NZ_CP060274.1_3887/1-284","Bacillus_flexus_hbd",437.9,"NZ_CP060274.1_3158/3-301","Bacillus_flexus_ptb",584,"NZ_CP060274.1_3156/6-359","Bacillus_flexus_buk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","Bacillus_idriensis",NA,NA,NA,NA,NA,NA,760,"NZ_CAJFZX010000014.1_55/1-378","Bacillus_idriensis_bcd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"acetylCoA_buk",717.7,"NZ_CAJFZX010000001.1_653/22-422","Bacillus_idriensis_thl",410.7,"NZ_CAJFZX010000001.1_272/1-257","Bacillus_idriensis_cro",484.7,"NZ_CAJFZX010000014.1_57/1-283","Bacillus_idriensis_hbd",460,"NZ_CAJFZX010000001.1_582/2-295","Bacillus_idriensis_ptb",591.7,"NZ_CAJFZX010000001.1_584/5-358","Bacillus_idriensis_buk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","Bacillus_infantis",NA,NA,NA,NA,NA,NA,765.3,"NC_022524.1_4427/9-386","Bacillus_infantis_bcd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"acetylCoA_buk",688.5,"NC_022524.1_3241/4-393","Bacillus_infantis_thl",429.6,"NC_022524.1_1262/1-258","Bacillus_infantis_cro",466.5,"NC_022524.1_4429/1-283","Bacillus_infantis_hbd",445.5,"NC_022524.1_3280/21-317","Bacillus_infantis_ptb",583,"NC_022524.1_3278/5-358","Bacillus_infantis_buk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","Bacillus_licheniformis",NA,NA,NA,NA,NA,NA,744.9,"NZ_CP014842.1_481/1-378","Bacillus_licheniformis_bcd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"acetylCoA_buk",611.5,"NZ_CP014842.1_478/1-391","Bacillus_licheniformis_thl",421.7,"NZ_CP014842.1_1412/3-258","Bacillus_licheniformis_cro",443.5,"NZ_CP014842.1_479/1-285","Bacillus_licheniformis_hbd",437.3,"NZ_CP014842.1_1822/2-301","Bacillus_licheniformis_ptb",585.9,"NZ_CP014842.1_1824/5-358","Bacillus_licheniformis_buk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","Bacillus_marisflavi",NA,NA,NA,NA,NA,NA,769.2,"NZ_LGUE01000008.1_257/1-378","Bacillus_marisflavi_bcd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"acetylCoA_buk",719,"NZ_LGUE01000001.1_560/1-393","Bacillus_marisflavi_thl",402.9,"NZ_LGUE01000001.1_199/1-256","Bacillus_marisflavi_cro",477.4,"NZ_LGUE01000008.1_259/1-282","Bacillus_marisflavi_hbd",440.8,"NZ_LGUE01000001.1_518/2-301","Bacillus_marisflavi_ptb",589.5,"NZ_LGUE01000001.1_520/5-358","Bacillus_marisflavi_buk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","Bacillus_massiliosenegalensis",NA,NA,NA,NA,NA,NA,748.6,"NZ_HE978512.1_424/1-378","Bacillus_massiliosenegalensis_bcd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"acetylCoA_buk",628.6,"NZ_HE978512.1_427/1-392","Bacillus_massiliosenegalensis_thl",424.8,"NZ_HE978513.1_487/1-257","Bacillus_massiliosenegalensis_cro",468.8,"NZ_HE978512.1_426/1-282","Bacillus_massiliosenegalensis_hbd",447.1,"NZ_HE978513.1_179/2-300","Bacillus_massiliosenegalensis_ptb",601.1,"NZ_HE978513.1_177/6-358","Bacillus_massiliosenegalensis_buk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","Bacillus_mojavensis",NA,NA,NA,NA,NA,NA,737.3,"NZ_CP051464.1_3640/1-377","Bacillus_mojavensis_bcd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"acetylCoA_buk",616.8,"NZ_CP051464.1_2303/1-391","Bacillus_mojavensis_thl",406.6,"NZ_CP051464.1_1873/8-260","Bacillus_mojavensis_cro",454.7,"NZ_CP051464.1_2302/1-286","Bacillus_mojavensis_hbd",427.6,"NZ_CP051464.1_2295/2-296","Bacillus_mojavensis_ptb",589.9,"NZ_CP051464.1_2293/5-358","Bacillus_mojavensis_buk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","Bacillus_mycoides",NA,NA,NA,NA,NA,NA,754.2,"NZ_CP035997.1_2878/1-378","Bacillus_mycoides_bcd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"acetylCoA_buk",645.2,"NZ_CP035997.1_2875/1-391","Bacillus_mycoides_thl",417.7,"NZ_CP035997.1_3675/2-258","Bacillus_mycoides_cro",478.9,"NZ_CP035997.1_2876/1-283","Bacillus_mycoides_hbd",456.6,"NZ_CP035997.1_4009/2-298","Bacillus_mycoides_ptb",594.6,"NZ_CP035997.1_4011/4-356","Bacillus_mycoides_buk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","Bacillus_niacini",NA,NA,NA,NA,NA,NA,760.2,"NZ_BCVA01000035.1_13/1-378","Bacillus_niacini_bcd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"acetylCoA_buk",702.5,"NZ_BCVA01000001.1_154/3-393","Bacillus_niacini_thl",423.6,"NZ_BCVA01000012.1_80/4-260","Bacillus_niacini_cro",477.4,"NZ_BCVA01000035.1_11/1-283","Bacillus_niacini_hbd",443.7,"NZ_BCVA01000001.1_192/25-323","Bacillus_niacini_ptb",590.4,"NZ_BCVA01000001.1_190/5-358","Bacillus_niacini_buk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","Bacillus_pumilus",NA,NA,NA,NA,NA,NA,726.8,"NZ_PTXV01000002.1_594/1-379","Bacillus_pumilus_bcd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"acetylCoA_buk",594.7,"NZ_PTXV01000002.1_597/1-389","Bacillus_pumilus_thl",424.7,"NZ_PTXV01000001.1_211/1-259","Bacillus_pumilus_cro",441.8,"NZ_PTXV01000002.1_596/5-286","Bacillus_pumilus_hbd",435.7,"NZ_PTXV01000001.1_566/2-296","Bacillus_pumilus_ptb",582,"NZ_PTXV01000001.1_568/5-358","Bacillus_pumilus_buk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","Bacillus_siralis",NA,NA,NA,NA,NA,NA,754.6,"NZ_SWLZ01000005.1_40/1-378","Bacillus_siralis_bcd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"acetylCoA_buk",603.7,"NZ_SWLZ01000026.1_22/1-388","Bacillus_siralis_thl",432.9,"NZ_SWLZ01000011.1_37/1-257","Bacillus_siralis_cro",468.7,"NZ_SWLZ01000005.1_38/1-282","Bacillus_siralis_hbd",442.5,"NZ_SWLZ01000004.1_19/2-300","Bacillus_siralis_ptb",595,"NZ_SWLZ01000004.1_21/6-358","Bacillus_siralis_buk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","Bacillus_sonorensis",NA,NA,NA,NA,NA,NA,745.6,"NZ_LDIP01000012.1_605/1-379","Bacillus_sonorensis_bcd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"acetylCoA_buk",613.3,"NZ_LDIP01000012.1_608/1-391","Bacillus_sonorensis_thl",404.7,"NZ_LDIP01000013.1_49/1-260","Bacillus_sonorensis_cro",441.9,"NZ_LDIP01000012.1_607/4-283","Bacillus_sonorensis_hbd",439.8,"NZ_LDIP01000015.1_424/2-301","Bacillus_sonorensis_ptb",581.9,"NZ_LDIP01000015.1_422/5-358","Bacillus_sonorensis_buk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","Bacillus_subtilis",NA,NA,NA,NA,NA,NA,732,"NC_000964.3_3828/1-377","Bacillus_subtilis_bcd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"acetylCoA_buk",618.4,"NC_000964.3_2501/1-391","Bacillus_subtilis_thl",401.8,"NC_000964.3_2951/1-258","Bacillus_subtilis_cro",469.4,"NC_000964.3_2500/1-286","Bacillus_subtilis_hbd",427,"NC_000964.3_2493/2-297","Bacillus_subtilis_ptb",585.3,"NC_000964.3_2491/5-358","Bacillus_subtilis_buk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","Bacillus_thuringiensis",NA,NA,NA,NA,NA,NA,759.5,"NZ_CM000753.1_5127/1-378","Bacillus_thuringiensis_bcd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"acetylCoA_buk",651.3,"NZ_CM000753.1_5124/27-425","Bacillus_thuringiensis_thl",418.2,"NZ_CM000753.1_4332/2-258","Bacillus_thuringiensis_cro",476.3,"NZ_CM000753.1_5125/1-283","Bacillus_thuringiensis_hbd",453.3,"NZ_CM000753.1_3968/2-298","Bacillus_thuringiensis_ptb",595.4,"NZ_CM000753.1_3966/4-356","Bacillus_thuringiensis_buk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","Bacillus_timonensis",NA,NA,NA,NA,NA,NA,768.3,"NZ_CABKRH010000002.1_958/1-378","Bacillus_timonensis_bcd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"acetylCoA_buk",707.7,"NZ_CABKRH010000005.1_291/1-394","Bacillus_timonensis_thl",427,"NZ_CABKRH010000001.1_1372/1-258","Bacillus_timonensis_cro",470.6,"NZ_CABKRH010000002.1_961/1-283","Bacillus_timonensis_hbd",446.5,"NZ_CABKRH010000005.1_340/2-300","Bacillus_timonensis_ptb",593.7,"NZ_CABKRH010000005.1_338/5-358","Bacillus_timonensis_buk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","Bacillus_vallismortis",NA,NA,NA,NA,NA,NA,727.8,"NZ_CP033052.1_3655/1-377","Bacillus_vallismortis_bcd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"acetylCoA_buk",611.1,"NZ_CP033052.1_2451/1-391","Bacillus_vallismortis_thl",392.3,"NZ_CP033052.1_2790/1-258","Bacillus_vallismortis_cro",467,"NZ_CP033052.1_2450/1-285","Bacillus_vallismortis_hbd",428.1,"NZ_CP033052.1_2442/2-297","Bacillus_vallismortis_ptb",581.9,"NZ_CP033052.1_2440/5-358","Bacillus_vallismortis_buk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","Bilophila_wadsworthia",NA,NA,NA,NA,NA,NA,536.6,"NZ_KE150239.1_437/7-370","Bilophila_wadsworthia_bcd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"acetylCoA_buk",663.2,"NZ_KE150239.1_435/1-391","Bilophila_wadsworthia_thl",407.2,"NZ_KE150239.1_438/2-252","Bilophila_wadsworthia_cro",435.5,"NZ_KE150239.1_436/14-297","Bilophila_wadsworthia_hbd",349.9,"NZ_KE150238.1_2373/1-300","Bilophila_wadsworthia_ptb",478.3,"NZ_KE150238.1_2374/2-350","Bilophila_wadsworthia_buk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","Brachymonas_chironomi",NA,NA,NA,NA,NA,NA,522.6,"NZ_KB894765.1_455/3-374","Brachymonas_chironomi_bcd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"acetylCoA_but",571.8,"NZ_KB894767.1_6/1-393","Brachymonas_chironomi_thl",380.8,"NZ_KB894766.1_74/1-259","Brachymonas_chironomi_cro",431.4,"NZ_KB894773.1_43/1-284","Brachymonas_chironomi_hbd",340.2,"NZ_KB894772.1_35/172-468","Brachymonas_chironomi_ptb",NA,NA,NA,659.9,"NZ_KB894765.1_437/5-446","Brachymonas_chironomi_but",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","Brachyspira_pilosicoli",NA,NA,NA,NA,NA,NA,875.4,"NC_014330.1_693/2-640","Brachyspira_pilosicoli_bcd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"acetylCoA_but",699.4,"NC_014330.1_1504/1-390","Brachyspira_pilosicoli_thl",469.1,"NC_014330.1_688/1-251","Brachyspira_pilosicoli_cro",434.2,"NC_014330.1_687/1-279","Brachyspira_pilosicoli_hbd",NA,NA,NA,NA,NA,NA,784.5,"NC_014330.1_692/1-449","Brachyspira_pilosicoli_but",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","Brevibacterium_halotolerans",NA,NA,NA,NA,NA,NA,731.4,"NZ_CP029364.1_2358/1-377","Brevibacterium_halotolerans_bcd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"acetylCoA_buk",613.5,"NZ_CP029364.1_3713/1-391","Brevibacterium_halotolerans_thl",400.6,"NZ_CP029364.1_3319/1-258","Brevibacterium_halotolerans_cro",454.5,"NZ_CP029364.1_3714/1-286","Brevibacterium_halotolerans_hbd",429.6,"NZ_CP029364.1_3721/2-296","Brevibacterium_halotolerans_ptb",592.6,"NZ_CP029364.1_3723/5-358","Brevibacterium_halotolerans_buk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","Brevundimonas_aurantiaca",NA,NA,NA,NA,NA,NA,482.3,"NZ_JAJGNC010000004.1_289/1-376","Brevundimonas_aurantiaca_bcd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"acetylCoA_but",634.2,"NZ_JAJGNC010000003.1_161/1-390","Brevundimonas_aurantiaca_thl",401.2,"NZ_JAJGNC010000008.1_141/5-261","Brevundimonas_aurantiaca_cro",389.4,"NZ_JAJGNC010000003.1_215/2-288","Brevundimonas_aurantiaca_hbd",NA,NA,NA,NA,NA,NA,368.1,"NZ_JAJGNC010000003.1_270/1-437","Brevundimonas_aurantiaca_but",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","Brevundimonas_bullata",NA,NA,NA,NA,NA,NA,491.9,"NZ_QLLC01000020.1_33/10-387","Brevundimonas_bullata_bcd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"acetylCoA_but",625,"NZ_QLLC01000025.1_38/1-390","Brevundimonas_bullata_thl",377.2,"NZ_QLLC01000023.1_6/5-261","Brevundimonas_bullata_cro",394.9,"NZ_QLLC01000033.1_23/2-285","Brevundimonas_bullata_hbd",NA,NA,NA,NA,NA,NA,369.6,"NZ_QLLC01000035.1_3/3-438","Brevundimonas_bullata_but",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","Brevundimonas_diminuta",NA,NA,NA,NA,NA,NA,476.9,"NZ_UIGE01000001.1_2131/10-385","Brevundimonas_diminuta_bcd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"acetylCoA_but",627.7,"NZ_UIGE01000001.1_2681/1-390","Brevundimonas_diminuta_thl",377.9,"NZ_UIGE01000001.1_3335/5-261","Brevundimonas_diminuta_cro",397.3,"NZ_UIGE01000001.1_2985/2-286","Brevundimonas_diminuta_hbd",NA,NA,NA,NA,NA,NA,378.2,"NZ_UIGE01000001.1_2741/3-438","Brevundimonas_diminuta_but",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","Brevundimonas_terrae",NA,NA,NA,NA,NA,NA,487.3,"NZ_JAASQT010000006.1_44/1-376","Brevundimonas_terrae_bcd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"acetylCoA_but",618.7,"NZ_JAASQT010000001.1_350/1-390","Brevundimonas_terrae_thl",394.5,"NZ_JAASQT010000001.1_828/5-260","Brevundimonas_terrae_cro",386.2,"NZ_JAASQT010000001.1_528/3-287","Brevundimonas_terrae_hbd",NA,NA,NA,NA,NA,NA,386.2,"NZ_JAASQT010000001.1_395/4-438","Brevundimonas_terrae_but",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","Brevundimonas_vesicularis",NA,NA,NA,NA,NA,NA,498.1,"NZ_CP022048.2_2933/10-387","Brevundimonas_vesicularis_bcd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"acetylCoA_but",631.2,"NZ_CP022048.2_1971/1-390","Brevundimonas_vesicularis_thl",413.7,"NZ_CP022048.2_1944/5-262","Brevundimonas_vesicularis_cro",389.1,"NZ_CP022048.2_1279/2-287","Brevundimonas_vesicularis_hbd",NA,NA,NA,NA,NA,NA,369.9,"NZ_CP022048.2_1901/1-437","Brevundimonas_vesicularis_but",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","Butyricimonas_faecihominis",NA,NA,NA,NA,NA,NA,786.7,"NZ_JACIES010000002.1_458/1-379","Butyricimonas_faecihominis_bcd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"acetylCoA_buk",599.4,"NZ_JACIES010000002.1_457/1-400","Butyricimonas_faecihominis_thl",487.9,"NZ_JACIES010000002.1_496/3-265","Butyricimonas_faecihominis_cro",462.4,"NZ_JACIES010000002.1_495/1-280","Butyricimonas_faecihominis_hbd",373.4,"NZ_JACIES010000001.1_162/2-301","Butyricimonas_faecihominis_ptb",532.5,"NZ_JACIES010000001.1_291/1-357","Butyricimonas_faecihominis_buk",384.9,"NZ_JACIES010000013.1_95/6-422","Butyricimonas_faecihominis_but",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","Butyricimonas_synergistica",NA,NA,NA,NA,NA,NA,780.9,"NZ_KB903359.1_1570/1-379","Butyricimonas_synergistica_bcd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"acetylCoA_buk",591,"NZ_KB903359.1_1569/2-399","Butyricimonas_synergistica_thl",490.1,"NZ_KB903359.1_1638/1-258","Butyricimonas_synergistica_cro",454.5,"NZ_KB903359.1_1637/1-280","Butyricimonas_synergistica_hbd",368.3,"NZ_KB903359.1_466/2-301","Butyricimonas_synergistica_ptb",528.7,"NZ_KB903359.1_564/1-357","Butyricimonas_synergistica_buk",380.8,"NZ_KB903368.1_3/6-422","Butyricimonas_synergistica_but",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","Butyrivibrio-crossotus-DSM-2876-MAF-2",NA,NA,NA,NA,NA,NA,747.3,"1_1509/1-384","Butyrivibrio-crossotus-DSM-2876-MAF-2_bcd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"acetylCoA_buk",695.1,"1_1512/1-391","Butyrivibrio-crossotus-DSM-2876-MAF-2_thl",454.5,"1_1511/1-274","Butyrivibrio-crossotus-DSM-2876-MAF-2_cro",435.1,"1_1510/1-285","Butyrivibrio-crossotus-DSM-2876-MAF-2_hbd",442.1,"1_1531/1-304","Butyrivibrio-crossotus-DSM-2876-MAF-2_ptb",569,"1_1532/1-355","Butyrivibrio-crossotus-DSM-2876-MAF-2_buk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","Butyrivibrio_fibrisolvens",NA,NA,NA,NA,NA,NA,724.5,"NZ_FQXK01000038.1_10/1-385","Butyrivibrio_fibrisolvens_bcd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"acetylCoA_buk",682.8,"NZ_FQXK01000064.1_2/1-394","Butyrivibrio_fibrisolvens_thl",473.9,"NZ_FQXK01000038.1_12/1-254","Butyrivibrio_fibrisolvens_cro",415.2,"NZ_FQXK01000038.1_11/1-287","Butyrivibrio_fibrisolvens_hbd",434.5,"NZ_FQXK01000022.1_2/1-305","Butyrivibrio_fibrisolvens_ptb",566.4,"NZ_FQXK01000022.1_3/2-355","Butyrivibrio_fibrisolvens_buk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
